screen_name,name,description,location,expanded_url,verified,#followers,#friends,#listed,#statuses,joined
RepDavidValadao,Rep. David Valadao,Proudly Representing California's 21st Congressional District.,"Hanford, California",http://Valadao.House.Gov,true,17182,423,640,1067,2013-01-28T16:19:14+00:00
MartinHeinrich,Martin Heinrich,United States Senator from New Mexico,"",http://heinrich.senate.gov,true,182788,565,1761,6703,2013-01-17T20:24:19+00:00
SenatorRisch,Jim Risch,U.S. Senator for Idaho,Boise,http://risch.senate.gov,true,67380,298,1384,1371,2013-01-16T18:58:23+00:00
RepCheri,Rep. Cheri Bustos,Serving Illinois' 17th District. Wife & mother of 3 sons. Athlete. Former reporter. Fighting #ForThePeople as Co-Chair of DPCC. Facebook & Instagram: RepCheri.,"Illinois & Washington, D.C.",http://bustos.house.gov,true,29139,4287,908,3794,2013-01-15T19:15:03+00:00
RepJBridenstine,Jim Bridenstine,Congressman Jim Bridenstine has the honor of serving Oklahoma's First Congressional District.,"",http://Bridenstine.House.Gov,,22402,2665,1014,1436,2013-01-15T17:33:38+00:00
CongressmanRuiz,Raul Ruiz,Emergency room doctor and public servant. Proudly serving California's 36th Congressional District.,"",http://www.ruiz.house.gov,true,18067,6,620,1079,2013-01-14T18:58:43+00:00
RepAndyBarr,Rep. Andy Barr,Honored to represent Kentucky's Sixth Congressional District.  Fighting to get Kentuckians back to work and restore fiscal responsibility to Washington,"Lexington, KY",http://barr.house.gov,true,18541,1190,608,3256,2013-01-14T15:29:49+00:00
RepFilemonVela,US Rep. Filemon Vela,U.S. Congressman for the 34th District of Texas - Privileged to represent South Texans.,"District 34, Texas",http://vela.house.gov,true,13409,378,603,1347,2013-01-12T16:24:06+00:00
RepSinema,Kyrsten Sinema,"Official Twitter feed of U.S. Congresswoman Kyrsten Sinema, serving Arizona's 9th District.","",http://Sinema.house.gov,true,38547,752,1095,11299,2013-01-11T20:31:03+00:00
RepBillFoster,Bill Foster,Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois,"Naperville, IL ",http://foster.house.gov/about/full-biography,true,42042,1971,726,2842,2013-01-11T18:17:11+00:00
RepRWilliams,Rep. Roger Williams,I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.,Central Texas,http://www.williams.house.gov,true,10303,709,529,4303,2013-01-10T19:21:22+00:00
RepLoisFrankel,Rep. Lois Frankel,Representative from Florida's 21st Congressional District. Chair of @HouseDemWomen.,"",https://www.facebook.com/RepLoisFrankel#,true,24433,1506,822,5573,2013-01-10T16:58:38+00:00
SenatorBaldwin,Sen. Tammy Baldwin,"Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.","Washington, D.C.",http://www.baldwin.senate.gov/,true,103469,2664,2163,12203,2013-01-09T18:29:44+00:00
SenTedCruz,Senator Ted Cruz,Representing the State of Texas in the United States Senate.,"Houston, Texas",http://cruz.senate.gov,true,1146284,7173,8231,9049,2013-01-09T18:11:37+00:00
RepPaulCook,Rep. Paul Cook,Twenty-six year retired @USMC Colonel serving as a United States Congressman from California's 8th Congressional District. Join the conversation #CA08 #Semperfi,"Apple Valley, California",http://cook.house.gov,true,15037,1150,625,1539,2013-01-09T17:43:44+00:00
RepVeasey,Rep. Marc Veasey,"Represent the DFW Metroplex. @HASCDemocrats | Co-Chair @BlueCollarDems | Founded Voting Rights Caucus 🗳 Fighting for North Texans. #TXWES alum, Go Rams!","Dallas-Fort Worth, Texas",https://veasey.house.gov/,true,19427,3063,710,3375,2013-01-09T15:49:27+00:00
SusanWBrooks,Susan W. Brooks,Serving the good people of Indiana’s 5th District in Congress. Facebook: https://t.co/GSC0yQ0KXW Instagram & Snapchat: @susanwbrooks,"",http://www.susanwbrooks.house.gov/,true,19148,1162,734,5844,2013-01-09T15:30:38+00:00
RepSeanMaloney,Sean Patrick Maloney,Proud to represent New York's 18th Congressional District,"Cold Spring, NY",http://seanmaloney.house.gov/,true,27256,1070,819,4811,2013-01-09T01:00:33+00:00
RepChrisStewart,Rep. Chris Stewart,"Utah's 2nd District Congressman. Former Air Force B-1 pilot, author, House Intelligence & Appropriations Committees. Visit http://t.co/GUW6weAva6",Utah and DC,http://stewart.house.gov,true,17615,362,670,2981,2013-01-08T21:08:19+00:00
RepTedYoho,Ted Yoho,Representing Florida's 3rd Congressional District; large animal veterinarian; conservative business owner; Member of @HouseForeign  & @HouseAgNews Committees,"",http://yoho.house.gov,true,30007,313,829,1128,2013-01-08T20:25:18+00:00
RepSchneider,Rep. Brad Schneider,Proud to represent the people of Illinois's 10th Congressional District,Illinois,http://schneider.house.gov,true,8083,1051,461,3231,2013-01-08T19:59:14+00:00
SenatorFischer,Senator Deb Fischer,U.S. Senator and Cherry County rancher working to bring some Nebraska common sense to Washington,"",http://fischer.senate.gov,true,70336,192,1578,4898,2013-01-08T16:49:07+00:00
RepHuffman,Rep. Jared Huffman,Congressman for California's North Coast. On Facebook at https://t.co/a4QfL2Jw5p.   Listen to my brand new podcast at https://t.co/XDE8MuHKxF,California's North Coast,http://huffman.house.gov,true,27227,821,733,2250,2013-01-08T14:52:00+00:00
RepLaMalfa,Rep. Doug LaMalfa,"Representing California's First District including Siskiyou, Shasta, Tehama, Butte, Glenn, Modoc, Lassen, Plumas, Sierra, Nevada and Placer Counties",Northern California,http://LaMalfa.house.gov,true,15839,976,568,751,2013-01-07T20:07:58+00:00
RepDennyHeck,Denny Heck,"Proudly representing #WA10 in U.S. Congress. Husband, (gran)dad, @GonzagaBulldogs fan & #12thMan.  Serves on House Intel (#FollowtheFacts) & @FSCDems.","South Puget Sound, WA",http://facebook.com/CongressmanDennyHeck,true,21865,3805,623,3972,2013-01-07T14:55:36+00:00
SenAngusKing,Senator Angus King,News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.,"",http://king.senate.gov,true,200754,547,1857,3666,2013-01-07T14:52:27+00:00
RepWalorski,Jackie Walorski,Representing Indiana's Second Congressional District,"",http://walorski.house.gov,true,16212,697,670,4401,2013-01-06T15:41:40+00:00
TulsiPress,Rep. Tulsi Gabbard,"Aloha - Official account of Rep Tulsi Gabbard (HI-02), managed by staff. (Use of TG's military rank, title, or photo do not imply Army or DoD endorsement.)","",http://gabbard.house.gov,true,102191,1148,1291,4097,2013-01-05T22:57:50+00:00
RepLujanGrisham,MichelleLujanGrisham,Proudly serving New Mexico's 1st Congressional District. Serving on House Agriculture and Budget Committees.,"Albuquerque, NM",http://lujangrisham.house.gov,true,26707,564,728,6078,2013-01-04T20:46:03+00:00
SenatorHeitkamp,Sen. Heidi Heitkamp,"Official Twitter account for Heidi Heitkamp, U.S. Senator for #NorthDakota. Learn more on Facebook: https://t.co/ZCl7NIcTbR Instagram: https://t.co/SXzn7kNVUs","",https://heitkamp.senate.gov,true,115711,823,1759,12269,2013-01-04T17:57:48+00:00
RepEsty,Elizabeth Esty,"Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.","Cheshire, CT",http://Esty.House.gov,true,22101,1449,780,6454,2013-01-04T17:36:04+00:00
RepDougCollins,Rep. Doug Collins,"Working for Georgia's 9th Congressional District. Pastor, attorney, military chaplain. Find me @HouseJudiciary when in session, beautiful #GA09 all other times.","Gainesville, Georgia",http://dougcollins.house.gov/,true,17494,941,650,3483,2013-01-04T13:43:55+00:00
RepMullin,Markwayne Mullin,Father of five. Small business owner. Honored to represent Oklahoma’s conservative values in Congress. https://t.co/0jHkAECORk,Oklahoma,http://www.mullin.house.gov,true,17167,1165,621,2743,2013-01-04T12:43:55+00:00
RepDerekKilmer,Rep. Derek Kilmer,Representing Washington's 6th District in the House of Representatives           FB: https://t.co/byKNKNH1UP,"",http://kilmer.house.gov/,true,23590,237,677,2249,2013-01-03T22:15:02+00:00
RepDeSantis,Ron DeSantis,The archived tweets of former Representative Ron DeSantis. This is an inactive account.,"",,true,240191,1368,1372,2438,2013-01-03T21:20:17+00:00
RepAnnieKuster,Ann McLane Kuster,Honored to serve the people of New Hampshire’s Second District in Congress.,NH's 2nd District,http://kuster.house.gov/,true,18753,2347,710,3976,2013-01-03T20:29:22+00:00
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit","",http://duckworth.senate.gov,true,512059,7177,2823,4458,2013-01-03T18:59:33+00:00
RepHolding,George Holding,"Official Twitter account for Congressman George Holding, representing North Carolina's 2nd Congressional District.","",http://holding.house.gov,true,14568,432,605,791,2013-01-03T18:27:36+00:00
RepTomRice,Congressman Tom Rice,Former CPA and tax lawyer. Proudly representing South Carolina's 7th Congressional District. Find me on FB at https://t.co/1YXogZ4l3N.,"",http://rice.house.gov,true,15294,414,544,1578,2013-01-03T17:35:05+00:00
RepChrisCollins,Rep. Chris Collins,Proud to represent New York’s 27th Congressional District. Focused on less spending in Washington and more jobs in America. Member of @HouseCommerce,"",,true,18324,681,712,3735,2013-01-03T16:55:01+00:00
TXRandy14,Randy Weber,Representative for the 14th Congressional District of Texas.  http://t.co/3YiUH4dPNE | Instagram: TXRandy14,"Friendswood, TX",http://weber.house.gov,true,14288,458,633,2470,2013-01-03T15:30:06+00:00
RepJoeKennedy,Rep. Joe Kennedy III,"Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.","",http://kennedy.house.gov,true,718751,677,2777,4530,2013-01-02T19:33:36+00:00
RepLowenthal,Rep. Alan Lowenthal,Proudly serving California's 47th Congressional District. http://t.co/pHmhAyCM6J,"Long Beach, CA",http://lowenthal.house.gov,true,26634,3256,769,3931,2013-01-02T18:11:33+00:00
USRepRickNolan,US Rep. Rick Nolan,Official Twitter account for U.S Congressman Rick Nolan. Proudly serving the people of Minnesota's 8th Congressional District. Working to #RestoreDemocracy.,"",http://nolan.house.gov,true,12745,1118,666,2896,2013-01-02T17:51:28+00:00
RepAnnWagner,Ann Wagner,Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri https://t.co/6TKCrqRcSw,"Ballwin, MO",http://wagner.house.gov,true,19273,2727,736,3319,2013-01-01T00:01:45+00:00
RepGraceMeng,Grace Meng,"Representing NY's 6th Congressional District - Parts of West, Central and Northeast Queens.

For specific questions or concerns, please contact my office.","",http://meng.house.gov,true,23747,689,834,4160,2012-12-31T20:28:41+00:00
RepKevinCramer,Rep. Kevin Cramer,Representing the great people of North Dakota in the United States House of Representatives. Member of @HouseCommerce,"",http://cramer.house.gov,true,14822,649,639,3069,2012-12-30T20:54:06+00:00
RepLukeMesser,Rep. Luke Messer,"Husband to a wonderful wife, father of three great kids, Congressman for Indiana's 6th Congressional District, lifelong Hoosier, and a die-hard #Colts fan.","Shelbyville, IN",http://www.messer.house.gov,true,15973,851,728,2133,2012-12-29T20:06:12+00:00
RepDanKildee,Rep. Dan Kildee,"Honored to represent Michigan's Fifth Congressional District. Born & raised in Flint. Vice Ranking Member, @FSCDems. Proud husband, father & grandfather.",Michigan,http://www.dankildee.house.gov,true,33137,6116,960,5837,2012-12-29T15:05:47+00:00
RepMarkTakano,Mark Takano,"Proudly Representing California's 41st District. Member: @VetAffairsDems, @edworkforcedems, @SciCmteDems.","Riverside, CA",http://takano.house.gov,true,46905,315,1164,2744,2012-12-26T14:58:17+00:00
RepLipinski,Rep. Daniel Lipinski,Proudly representing the people of Illinois' 3rd Congressional District. Follow me on Facebook at http://t.co/The2w76j,"",http://www.lipinski.house.gov/,true,12349,2324,613,2544,2012-12-13T17:03:06+00:00
RepDelBene,Rep. Suzan DelBene,U.S. Congresswoman representing Washington's 1st Congressional District (#WA01),"",http://delbene.house.gov/,true,23718,1950,833,4663,2012-12-07T14:40:48+00:00
RodneyDavis,US Rep Rodney Davis,Proudly representing the 13th Congressional District of Illinois.,"Taylorville, IL",http://rodneydavis.house.gov,true,18766,563,774,5333,2012-12-06T14:20:04+00:00
RepDaveJoyce,Dave Joyce,"Father, husband, and former prosecutor proudly representing #OH14"," Washington, DC",http://joyce.house.gov/,true,19587,2499,559,3942,2012-11-28T21:12:14+00:00
RepThomasMassie,Thomas Massie,"U.S. Representative for Kentucky's 4th District, Chairman 2nd Amendment Caucus, MIT '93 SB, '96 SM #sassywithmassie","",http://massie.house.gov/,true,49481,818,1229,3439,2012-11-28T02:33:14+00:00
SenWarren,Elizabeth Warren,Official twitter account of Senator Elizabeth Warren of Massachusetts.,"",http://warren.senate.gov,true,4650865,258,14926,3670,2012-11-25T15:14:27+00:00
SenTomCotton,Tom Cotton,U.S. Senator proudly serving the state of Arkansas.,"",http://cotton.senate.gov,true,135740,373,2147,7905,2012-11-24T19:33:10+00:00
RepMarkMeadows,Mark Meadows,"Businessman, husband, and father proudly representing North Carolina's 11th Congressional District. Chairman of @freedomcaucus.","Jackson County, NC",http://meadows.house.gov/,true,185254,939,1786,2313,2012-11-22T02:20:50+00:00
RepAndyHarrisMD,"Rep. Andy Harris, MD","Proud to represent MD-01; Anesthesiologist; Dad to Joe, Becky, Irene, Jessica, & Danny; Grandpa to Charles, Abigail, Arthur, Andrew, Camilla, James, & Sylvia.",Maryland's First District,http://harris.house.gov,true,14255,614,664,3017,2012-11-20T18:31:27+00:00
RepBera,"Ami Bera, M.D.","Proudly representing Sacramento County, California in the U.S. House of Representatives","Elk Grove, California",http://bera.house.gov/,true,29693,199,844,3325,2012-11-16T01:39:54+00:00
RepPittenger,Congressman Robert Pittenger,"Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District.","",http://pittenger.house.gov,true,14738,1331,604,8344,2012-11-15T19:31:22+00:00
SenatorHassan,Sen. Maggie Hassan,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.","",http://hassan.senate.gov,true,140744,525,1288,6461,2012-11-13T21:27:37+00:00
RepSwalwell,Rep. Eric Swalwell,"Husband. Papa to Nelson & Cricket. CA Congressman. Sr. Dem for @cia on Intel Cmte. You work hard, that should still mean something in America. #FreedomToDream","East Bay, CA & DC (CA-15)",http://swalwell.house.gov,true,378581,8142,2798,10485,2012-11-11T20:26:01+00:00
RepJohnDelaney,Rep. John Delaney,"Official Twitter account for Congressman John K. Delaney, representing Maryland’s Sixth Congressional District in the U.S. House of Representatives.",Maryland's Sixth District,http://delaney.house.gov,true,19472,1558,689,5574,2012-11-09T20:40:22+00:00
MikeKellyPA,Rep. Mike Kelly,U.S. Representative Mike Kelly proudly serves the people of Pennsylvania's Third District (#PA03) and currently sits on the House Ways & Means Committee.,"Washington, DC",http://kelly.house.gov,true,13014,1292,624,2407,2012-11-08T20:31:21+00:00
RepRichHudson,Richard Hudson,Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.,"Concord, NC",http://hudson.house.gov,true,15758,2268,653,6953,2012-11-08T17:41:00+00:00
PatTiberi,Pat Tiberi,"Husband, Father, Son, OSU Alum, TBDITL, #Buckeye fan.","",,true,15286,1286,529,3606,2012-10-29T15:02:02+00:00
JimPressOffice,Sensenbrenner Press,"Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.","",http://sensenbrenner.house.gov,true,7161,626,502,1348,2012-09-28T19:31:33+00:00
KYComer,James Comer,"U.S. Congressman (#KY1) Farmer. Former KY Commissioner of Agriculture. Husband to TJ & father of Reagan, Harlan & Aniston.","Monroe County, Kentucky",,true,10457,817,249,5743,2012-09-21T19:51:00+00:00
RepDavidRouzer,David Rouzer,Congressman from North Carolina's 7th Congressional district,"",,true,7925,410,342,870,2012-09-19T20:23:15+00:00
RepRohrabacher,Dana Rohrabacher,"The official twitter account of Congressman Dana Rohrabacher, representing CA's 48th district","",http://rohrabacher.house.gov,true,6368,135,260,256,2012-09-18T17:13:01+00:00
RepDannyDavis,Rep. Danny K. Davis,"US House Representative for Illinois' 7th Congressional District.
Serving on the Committee on Ways and Means.
Following/retweeting does not equal endorsement.","Chicago, IL",http://davis.house.gov/,true,10692,352,521,1569,2012-08-29T12:31:09+00:00
RepCummings,Elijah E. Cummings,"U.S. Representative from Maryland's 7th District, dedicated to serving and empowering the people I’m sworn to represent. RT's and Follows are not endorsements.","Baltimore, MD",http://cummings.house.gov,true,235351,1608,1951,6019,2012-08-28T16:37:01+00:00
RepCartwright,Matt Cartwright,Proudly representing Pennsylvania's 17th Congressional District.,"Moosic, PA",http://cartwright.house.gov,true,10586,1914,553,1973,2012-08-23T20:05:56+00:00
RoKhanna,Ro Khanna,Bridging national divide w/ a 21st century economic vision for new jobs & more pay in places left behind. No PAC $$. Pro-growth progressive. Obama Commerce alum,"Silicon Valley, CA",http://RoKhanna.com,true,56969,5337,780,10659,2012-08-21T09:10:20+00:00
RepLanceNJ7,Rep. Leonard Lance,Official Twitter Account for Congressman Leonard Lance.  Proudly Representing New Jersey's 7th Congressional District.  http://t.co/uudCjpcv9f,"",http://lance.house.gov,true,16777,311,689,1883,2012-06-20T20:19:40+00:00
MikeCrapo,Senator Mike Crapo,United States Senator for the great state of Idaho.,"Idaho & Washington, D.C.",http://www.crapo.senate.gov,true,75970,733,1618,5805,2012-06-05T22:16:35+00:00
LacyClayMO1,Lacy Clay MO1st,"Official Campaign Twitter Account of Lacy Clay for Congress. US Rep, Missouri 1st District. R/Ts & links are not endorsements.","St. Louis, MO",http://www.lacyclay.org,true,8572,2542,506,15659,2012-05-19T16:41:06+00:00
RepDLamborn,Rep. Doug Lamborn,Honored to represent Colorado's 5th District | Member of the House Armed Services Committee and @NatResources | Twitter user policy: https://t.co/eTVPJXYvYx,"Colorado Springs, CO",http://lamborn.house.gov,true,18379,1002,821,4470,2012-05-18T16:01:17+00:00
RepMarcyKaptur,Marcy Kaptur,Official account of Rep. Marcy Kaptur. Longest serving woman in Congress and proudly representing Ohio's 9th District. Ranking Member of Energy @AppropsDems.,DC/Toledo/Northern Ohio,http://kaptur.house.gov,true,17739,661,747,3908,2012-05-15T16:57:51+00:00
RepBonamici,Suzanne Bonamici,"Representing Oregon's 1st District. Working to strengthen #PublicEducation, support #WorkingFamilies, & #DefendScience. Proud mom of two grown kids.","",http://bonamici.house.gov/,true,24850,1214,834,3424,2012-04-20T16:30:32+00:00
RepHalRogers,Hal Rogers,Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Subcommittee on State and Foreign Operations,"Somerset, KY",http://halrogers.house.gov/,true,15213,731,646,3621,2012-04-10T19:59:22+00:00
RepBradWenstrup,Brad Wenstrup,"US Representative for the people of Ohio's 2nd District, Physician, Army Reservist, Dad, Lifelong Ohioan","",http://wenstrup.house.gov,true,20246,991,606,4938,2012-03-08T16:25:14+00:00
BettyMcCollum04,Rep. Betty McCollum,Proudly representing Minnesota's Fourth District in the United States House of Representatives.,Minnesota,http://mccollum.house.gov/,true,27532,1034,830,6628,2012-03-06T20:52:11+00:00
SenatorTester,Senator Jon Tester,Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.,Montana,http://tester.senate.gov,true,91424,986,1257,4309,2012-03-05T20:13:29+00:00
daveloebsack,Dave Loebsack,Fighting for the hardworking people of Iowa,Iowa's 2nd District,,true,7991,581,532,1064,2012-03-01T16:52:06+00:00
SenJackReed,Senator Jack Reed,Official Twitter feed of Rhode Island’s U.S. Senator Jack Reed.,"Providence, Rhode Island",http://www.reed.senate.gov,true,83922,34,1670,5373,2012-02-08T15:24:01+00:00
RepRoybalAllard,Rep. Lucille Roybal-Allard,Proudly representing California’s 40th Congressional District. Follow me at https://t.co/KjVfmF9CaM & https://t.co/Urj0zPAr8d.,"",http://roybal-allard.house.gov,true,22624,4329,766,4975,2012-01-31T21:30:43+00:00
SenFeinstein,Sen Dianne Feinstein,United States Senator from California. On Facebook at: http://t.co/siExqwIu,California,http://www.feinstein.senate.gov,true,1247640,223,6246,7950,2012-01-27T23:06:59+00:00
RepJeffries,Hakeem Jeffries,"Member of Congress, House Democratic Leadership, Judiciary and Budget Committee. Proudly Represent Brooklyn & Queens in the 8th Congressional District.","",http://jeffries.house.gov/,true,59147,1154,1107,3065,2012-01-18T21:54:44+00:00
RepJaredPolis,Rep. Jared Polis,"Official Twitter home of Rep. Jared Polis, proudly Representing Colorado's Second District. Dad. Entrepreneur. Educator. Rockies fan.","Boulder, CO",http://polis.house.gov,true,16357,975,765,2878,2012-01-13T19:19:17+00:00
RepRichardNeal,Rep. Richard Neal,"Serving the First Congressional District of Massachusetts in the United States House of Representatives, with 87 cities and towns in western & central MA","",http://neal.house.gov,true,15879,44,670,1578,2011-12-21T14:18:30+00:00
SenCoonsOffice,Office of Sen. Coons,"News releases, blog posts, new videos, transcripts and other resources from the office of U.S. Senator @ChrisCoons of Delaware.",Delaware & Washington,http://coons.senate.gov,true,7282,106,479,2193,2011-12-13T04:02:30+00:00
LindseyGrahamSC,Lindsey Graham,The official Twitter feed for United States Senator Lindsey Graham.,South Carolina,,true,557472,2185,4385,8710,2011-12-09T22:21:03+00:00
RepSusanDavis,Rep. Susan Davis,Proudly representing the 53rd Congressional District of California. Serves on Armed Services and Ed & Workforce Committees,"",http://susandavis.house.gov,true,18737,161,752,2065,2011-12-09T19:22:25+00:00
GKButterfield,G. K. Butterfield,"U. S. Representative, proudly serving North Carolina's 1st Congressional District. Follow my work in Washington and #NC01.","",http://www.facebook.com/CongressmanGKButterfield,true,16810,726,776,5114,2011-12-09T17:17:22+00:00
RepRickLarsen,Rep. Rick Larsen,"Born and raised in Arlington, Wash.
Ranking Member, Aviation Subcommittee",Washington's 2nd District,http://larsen.house.gov,true,17274,5208,701,8253,2011-11-03T13:59:42+00:00
MarkAmodeiNV2,RepMarkAmodei,Proudly representing Nevada's 2nd District,"Carson City, NV",http://amodei.house.gov,true,12538,1704,665,1194,2011-11-01T13:43:55+00:00
RepMcNerney,Jerry McNerney,Proudly representing California's 9th Congressional District. Learn more about my work in Congress at http://t.co/MbFWXH7J,"Stockton, CA",http://mcnerney.house.gov,true,21648,573,756,2121,2011-10-05T13:52:58+00:00
RepJohnYarmuth,Rep. John Yarmuth,"Official Twitter Account for Congressman John Yarmuth, representing the 3rd Congressional District of Kentucky.","Louisville, KY",http://yarmuth.house.gov,true,34179,425,926,3422,2011-10-04T15:07:38+00:00
SenJohnHoeven,Senator John Hoeven,Official account of U.S. Senator John Hoeven of North Dakota. https://t.co/ViVEXcWlhM,North Dakota,http://hoeven.senate.gov,true,75958,619,1479,2988,2011-09-30T17:55:30+00:00
RepTerriSewell,Rep. Terri A. Sewell,Proud to represent the 7th Congressional District of Alabama https://t.co/9wsF8jx4Rt,"Washington, DC",http://sewell.house.gov,true,32478,4259,1045,4951,2011-09-27T20:47:50+00:00
MacTXPress,Mac Thornberry Press,"Tweets from the press shop of US Rep. Mac Thornberry. Mac serves the 13th District of TX, which spans from Amarillo to Wichita Falls & is larger than 13 states.",United States Capitol,http://thornberry.house.gov/,true,14084,913,646,1135,2011-09-21T18:42:06+00:00
RepSarbanes,Rep. John Sarbanes,Representing Maryland’s 3rd District. Chair of @House_DRTF. Fighting to put the public interest ahead of special interests.,Maryland,https://sarbanes.house.gov/issues/democracy-reform-task-force,true,18355,512,708,1445,2011-08-29T18:44:47+00:00
RepDevinNunes,Rep. Devin Nunes,"","Washington, DC",http://nunes.house.gov,,31640,15,406,154,2011-07-29T21:40:22+00:00
McConnellPress,Sen. McConnell Press,The Kentucky press office for Senator Mitch McConnell. For more information please visit his website:,"",http://mcconnell.senate.gov,true,81166,329,2088,11052,2011-07-21T18:25:30+00:00
JaredHuffman,Rep. Jared Huffman,Congressman for CA's 2nd Dist.  Posts on this page authorized by Huffman for Congress.  For my official House of Representatives feed please follow @RepHuffman,Northern California,http://www.jaredhuffman.com,true,6213,310,254,8747,2011-07-13T20:49:36+00:00
IndianCommittee,Senate Indian Affairs Committee,"Welcome to the official Twitter page of the United States Senate Committee on Indian Affairs, chaired by Senator John Hoeven of North Dakota.","Washington, D.C.",http://indian.senate.gov,,8621,274,284,1295,2011-07-05T15:49:14+00:00
RepDavidYoung,David Young,"Official account of U.S. Congressman David Young, proudly representing all the people in Iowa's 3rd Congressional District. #IA03","Van Meter, Iowa",http://davidyoung.house.gov,true,13602,762,449,4740,2011-06-09T21:48:45+00:00
RepLindaSanchez,Linda T. Sánchez,I work for #CA38. 🇺🇸 Vice Chair @HouseDemocrats/@DemsEspanol. Fmr. @HispanicCaucus Chair. Serve on the @WaysMeansCmte. Die-hard @Dodgers Fan. ⚾️,"Norwalk, CA & Washington, D.C.",http://www.instagram.com/replindasanchez,true,31191,1852,979,2992,2011-06-06T16:50:45+00:00
RepStephenLynch,Rep. Stephen Lynch,The official Twitter account of Congressman Stephen F. Lynch. Proudly serving the 8th Congressional District of Massachusetts.,"Washington, D.C. / Boston, MA",http://lynch.house.gov/,true,19194,385,695,3457,2011-06-03T14:48:36+00:00
Call_Me_Dutch,Dutch Ruppersberger,"U.S. Congressman serving Maryland's 2nd District. Member of House Appropriations Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.","Washington, DC",http://dutch.house.gov,true,14338,2028,687,3274,2011-05-26T14:39:08+00:00
RepBobbyRush,Bobby L. Rush,"Official Twitter account of Congressman Bobby L. Rush, proudly representing the 1st Congressional District of Illinois.","Chicago, IL",http://rush.house.gov,true,15276,744,828,2166,2011-05-25T20:59:25+00:00
RepThompson,Mike Thompson,Rep. Mike Thompson represents California's 5th Congressional District and chairs the House Gun Violence Prevention Task Force.,"St. Helena, CA",http://mikethompson.house.gov/,true,23500,196,725,7243,2011-05-23T14:58:06+00:00
CongPalazzo,Cong. Steven Palazzo,I proudly represent the Fourth Congressional District of Mississippi. For more information on my work in Congress please visit https://t.co/mVuIJhRJpQ.,Mississippi,https://www.instagram.com/congressmanpalazzo/,true,14870,1757,629,2972,2011-05-16T20:52:25+00:00
SenJohnThune,Senator John Thune,"U.S. Senator John Thune, South Dakota. Chairman of @SenateGOP & @SenateCommerce. Father. Husband. Avid Outdoorsman. Sports Fan.","",http://thune.senate.gov,true,91210,323,2191,4914,2011-05-10T16:41:48+00:00
RepAdrianSmith,Rep. Adrian Smith,Proudly serving the 3rd District of Nebraska in the U.S. House of Representatives,"Gering, NE / Washington, DC",http://adriansmith.house.gov,true,11434,377,575,3306,2011-05-10T12:52:01+00:00
ConawayTX11,Mike Conaway,"Proud to serve the 11th Congressional District of Texas. Chairman of @HouseAgNews, Member of @HASCRepublicans & #HPSCI.","",http://conaway.house.gov/,true,16021,1435,743,906,2011-05-09T13:56:50+00:00
PattyMurray,Senator Patty Murray,Official account of U.S. Senator Patty Murray (D-WA) | Tweets come from staff unless signed “-PM” by Senator Murray | RT≠endorsement,WA & DC,http://murray.senate.gov/,true,419520,2168,3453,14276,2011-05-04T20:23:35+00:00
SenatorEnzi,Mike Enzi,Mike Enzi is Wyoming’s 20th U.S. Senator. His joy of representing Wyoming is topped by few things. (Being a grandfather and fly fishing are two.),"",http://www.enzi.senate.gov,true,79870,603,1484,4097,2011-05-02T15:26:39+00:00
HouseVetAffairs,HouseVetAffairs,Proudly Serving America's Veterans and Their Families. Chairman @DrPhilRoe,"Washington, D.C.",http://veterans.house.gov/,true,15057,225,467,3241,2011-04-14T14:49:32+00:00
RepWebster,Daniel Webster,A family man and small-business owner who is dedicated to serving the citizens of Central Florida with honor and integrity.,Central Florida,http://webster.house.gov,true,23654,291,771,3269,2011-04-13T13:47:05+00:00
MarshaBlackburn,Marsha Blackburn,I am honored to serve the people of Tennessee's 7th District.,"Brentwood, TN",http://blackburn.house.gov,true,67080,2612,1581,6109,2011-04-06T18:05:33+00:00
SenBlumenthal,Richard Blumenthal,"Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.","Connecticut, USA",http://blumenthal.senate.gov/,true,526167,988,3396,11040,2011-04-06T17:13:53+00:00
